sys,t_res,s_res,tr,ta,total_time,percent_area
Polaris-MERRA2,hour,1,0.47341227531433105,0,0.47341227531433105,1
Polaris-MERRA2,hour,1,0.47014665603637695,0,0.47014665603637695,1
Polaris-MERRA2,hour,1,0.477459192276001,0,0.477459192276001,25
Polaris-MERRA2,hour,1,0.47535157203674316,0,0.47535157203674316,25
Polaris-MERRA2,hour,1,0.479292631149292,0,0.479292631149292,25
Polaris-MERRA2,hour,1,0.4613308906555176,0,0.4613308906555176,50
Polaris-MERRA2,hour,1,0.4779210090637207,0,0.4779210090637207,50
Polaris-MERRA2,hour,1,0.4803743362426758,0,0.4803743362426758,50
Polaris-MERRA2,year,1,0.03974318504333496,0,0.03974318504333496,1
Polaris-MERRA2,year,1,0.0343017578125,0,0.0343017578125,1
Polaris-MERRA2,year,1,0.028870105743408203,0,0.028870105743408203,1
Polaris-MERRA2,year,1,0.024151325225830078,0,0.024151325225830078,25
Polaris-MERRA2,year,1,0.02526068687438965,0,0.02526068687438965,25
Polaris-MERRA2,year,1,0.023703575134277344,0,0.023703575134277344,25
Polaris-MERRA2,year,1,0.024271011352539062,0,0.024271011352539062,50
Polaris-MERRA2,year,1,0.023215055465698242,0,0.023215055465698242,50
Polaris-MERRA2,year,1,0.024217844009399414,0,0.024217844009399414,50
Polaris-MERRA2,year,1,0.023528337478637695,0,0.023528337478637695,1
Polaris-MERRA2,year,1,0.02415156364440918,0,0.02415156364440918,1
Polaris-MERRA2,year,1,0.023467540740966797,0,0.023467540740966797,1
Polaris-MERRA2,year,1,0.02417159080505371,0,0.02417159080505371,25
Polaris-MERRA2,year,1,0.023470401763916016,0,0.023470401763916016,25
Polaris-MERRA2,year,1,0.024118900299072266,0,0.024118900299072266,25
Polaris-MERRA2,year,1,0.023460865020751953,0,0.023460865020751953,50
Polaris-MERRA2,year,1,0.02420806884765625,0,0.02420806884765625,50
Polaris-MERRA2,year,1,0.023495912551879883,0,0.023495912551879883,50
Polaris-MERRA2,year,1,0.02417159080505371,0,0.02417159080505371,1
Polaris-MERRA2,year,1,0.02342844009399414,0,0.02342844009399414,1
Polaris-MERRA2,year,1,0.024175167083740234,0,0.024175167083740234,1
Polaris-MERRA2,year,1,0.02344655990600586,0,0.02344655990600586,25
Polaris-MERRA2,year,1,0.02414846420288086,0,0.02414846420288086,25
Polaris-MERRA2,year,1,0.02341294288635254,0,0.02341294288635254,25
Polaris-MERRA2,year,1,0.024218082427978516,0,0.024218082427978516,50
Polaris-MERRA2,year,1,0.023465394973754883,0,0.023465394973754883,50
Polaris-MERRA2,year,1,0.0242311954498291,0,0.0242311954498291,50
Polaris-MERRA2,hour,0.25,3.0716538429260254,0,3.0716538429260254,1
Polaris-MERRA2,hour,0.25,3.097247362136841,0,3.097247362136841,1
Polaris-MERRA2,hour,0.25,3.0932703018188477,0,3.0932703018188477,1
Polaris-MERRA2,hour,0.25,3.08095121383667,0,3.08095121383667,25
Polaris-MERRA2,hour,0.25,3.1031813621520996,0,3.1031813621520996,25
Polaris-MERRA2,hour,0.25,3.095244884490967,0,3.095244884490967,25
Polaris-MERRA2,hour,0.25,3.0402541160583496,0,3.0402541160583496,50
Polaris-MERRA2,hour,0.25,3.032824754714966,0,3.032824754714966,50
Polaris-MERRA2,hour,0.25,3.0436458587646484,0,3.0436458587646484,50
Polaris-MERRA2,hour,0.25,3.0242908000946045,0,3.0242908000946045,1
Polaris-MERRA2,hour,0.25,3.029949903488159,0,3.029949903488159,1
Polaris-MERRA2,hour,0.25,2.999863624572754,0,2.999863624572754,1
Polaris-MERRA2,hour,0.25,3.0182526111602783,0,3.0182526111602783,25
Polaris-MERRA2,hour,0.25,3.0683224201202393,0,3.0683224201202393,25
Polaris-MERRA2,hour,0.25,3.0533721446990967,0,3.0533721446990967,25
Polaris-MERRA2,hour,0.25,3.0590710639953613,0,3.0590710639953613,50
Polaris-MERRA2,hour,0.25,3.043323040008545,0,3.043323040008545,50
Polaris-MERRA2,hour,0.25,3.05754017829895,0,3.05754017829895,50
Polaris-MERRA2,hour,0.25,3.04396390914917,0,3.04396390914917,1
Polaris-MERRA2,hour,0.25,3.0434656143188477,0,3.0434656143188477,1
Polaris-MERRA2,hour,0.25,3.0880799293518066,0,3.0880799293518066,1
Polaris-MERRA2,hour,0.25,3.005406618118286,0,3.005406618118286,25
Polaris-MERRA2,hour,0.25,3.0750131607055664,0,3.0750131607055664,25
Polaris-MERRA2,hour,0.25,3.104748010635376,0,3.104748010635376,25
Polaris-MERRA2,hour,0.25,3.091963052749634,0,3.091963052749634,50
Polaris-MERRA2,hour,0.25,3.069169521331787,0,3.069169521331787,50
Polaris-MERRA2,hour,0.25,3.0713677406311035,0,3.0713677406311035,50
Polaris-MERRA2,year,0.25,0.02355504035949707,0,0.02355504035949707,1
Polaris-MERRA2,year,0.25,0.022858619689941406,0,0.022858619689941406,1
Polaris-MERRA2,year,0.25,0.02399301528930664,0,0.02399301528930664,1
Polaris-MERRA2,year,0.25,0.023224830627441406,0,0.023224830627441406,25
Polaris-MERRA2,year,0.25,0.022362232208251953,0,0.022362232208251953,25
Polaris-MERRA2,year,0.25,0.023135662078857422,0,0.023135662078857422,25
Polaris-MERRA2,year,0.25,0.02355813980102539,0,0.02355813980102539,50
Polaris-MERRA2,year,0.25,0.024363040924072266,0,0.024363040924072266,50
Polaris-MERRA2,year,0.25,0.023587465286254883,0,0.023587465286254883,50
Polaris-MERRA2,year,0.25,0.024312496185302734,0,0.024312496185302734,1
Polaris-MERRA2,year,0.25,0.02353501319885254,0,0.02353501319885254,1
Polaris-MERRA2,year,0.25,0.024544477462768555,0,0.024544477462768555,1
Polaris-MERRA2,year,0.25,0.023789644241333008,0,0.023789644241333008,25
Polaris-MERRA2,year,0.25,0.025089502334594727,0,0.025089502334594727,25
Polaris-MERRA2,year,0.25,0.023587465286254883,0,0.023587465286254883,25
Polaris-MERRA2,year,0.25,0.024436235427856445,0,0.024436235427856445,50
Polaris-MERRA2,year,0.25,0.023567914962768555,0,0.023567914962768555,50
Polaris-MERRA2,year,0.25,0.02427196502685547,0,0.02427196502685547,50
Polaris-MERRA2,year,0.25,0.023492813110351562,0,0.023492813110351562,1
Polaris-MERRA2,year,0.25,0.02433013916015625,0,0.02433013916015625,1
Polaris-MERRA2,year,0.25,0.02355170249938965,0,0.02355170249938965,1
Polaris-MERRA2,year,0.25,0.02424311637878418,0,0.02424311637878418,25
Polaris-MERRA2,year,0.25,0.023541688919067383,0,0.023541688919067383,25
Polaris-MERRA2,year,0.25,0.024266719818115234,0,0.024266719818115234,25
Polaris-MERRA2,year,0.25,0.02353811264038086,0,0.02353811264038086,50
Polaris-MERRA2,year,0.25,0.024353981018066406,0,0.024353981018066406,50
Polaris-MERRA2,year,0.25,0.023587942123413086,0,0.023587942123413086,50
Polaris-MERRA2,month,0.5,0.02606487274169922,0,0.02606487274169922,1
Polaris-MERRA2,month,0.5,0.025227785110473633,0,0.025227785110473633,1
Polaris-MERRA2,month,0.5,0.025919437408447266,0,0.025919437408447266,1
Polaris-MERRA2,month,0.5,0.025158166885375977,0,0.025158166885375977,25
Polaris-MERRA2,month,0.5,0.024602651596069336,0,0.024602651596069336,25
Polaris-MERRA2,month,0.5,0.023865938186645508,0,0.023865938186645508,25
Polaris-MERRA2,month,0.5,0.02458024024963379,0,0.02458024024963379,50
Polaris-MERRA2,month,0.5,0.023879528045654297,0,0.023879528045654297,50
Polaris-MERRA2,month,0.5,0.024634599685668945,0,0.024634599685668945,50
Polaris-MERRA2,month,0.5,0.023798227310180664,0,0.023798227310180664,1
Polaris-MERRA2,month,0.5,0.02539348602294922,0,0.02539348602294922,1
Polaris-MERRA2,month,0.5,0.023777246475219727,0,0.023777246475219727,1
Polaris-MERRA2,month,0.5,0.02458810806274414,0,0.02458810806274414,25
Polaris-MERRA2,month,0.5,0.023880481719970703,0,0.023880481719970703,25
Polaris-MERRA2,month,0.5,0.024595975875854492,0,0.024595975875854492,25
Polaris-MERRA2,month,0.5,0.02388286590576172,0,0.02388286590576172,50
Polaris-MERRA2,month,0.5,0.024605512619018555,0,0.024605512619018555,50
Polaris-MERRA2,month,0.5,0.023789405822753906,0,0.023789405822753906,50
Polaris-MERRA2,month,0.5,0.024615049362182617,0,0.024615049362182617,1
Polaris-MERRA2,month,0.5,0.02393484115600586,0,0.02393484115600586,1
Polaris-MERRA2,month,0.5,0.0246274471282959,0,0.0246274471282959,1
Polaris-MERRA2,month,0.5,0.023922204971313477,0,0.023922204971313477,25
Polaris-MERRA2,month,0.5,0.02465677261352539,0,0.02465677261352539,25
Polaris-MERRA2,month,0.5,0.023871421813964844,0,0.023871421813964844,25
Polaris-MERRA2,month,0.5,0.024648427963256836,0,0.024648427963256836,50
Polaris-MERRA2,month,0.5,0.0238955020904541,0,0.0238955020904541,50
Polaris-MERRA2,month,0.5,0.024639368057250977,0,0.024639368057250977,50
Polaris-MERRA2,hour,1,0.48883962631225586,0,0.48883962631225586,1
Polaris-MERRA2,hour,1,0.4877443313598633,0,0.4877443313598633,1
Polaris-MERRA2,hour,1,0.4960920810699463,0,0.4960920810699463,1
Polaris-MERRA2,hour,1,0.5017800331115723,0,0.5017800331115723,25
Polaris-MERRA2,hour,1,0.47916197776794434,0,0.47916197776794434,25
Polaris-MERRA2,hour,1,0.4619486331939697,0,0.4619486331939697,25
Polaris-MERRA2,hour,1,0.46101832389831543,0,0.46101832389831543,50
Polaris-MERRA2,hour,1,0.4580533504486084,0,0.4580533504486084,50
Polaris-MERRA2,hour,1,0.46491336822509766,0,0.46491336822509766,50
Polaris-MERRA2,hour,1,0.4752223491668701,0,0.4752223491668701,1
Polaris-MERRA2,hour,1,0.4767329692840576,0,0.4767329692840576,1
Polaris-MERRA2,hour,1,0.481719970703125,0,0.481719970703125,1
Polaris-MERRA2,hour,1,0.4649324417114258,0,0.4649324417114258,25
Polaris-MERRA2,hour,1,0.4597501754760742,0,0.4597501754760742,25
Polaris-MERRA2,hour,1,0.5029451847076416,0,0.5029451847076416,25
Polaris-MERRA2,hour,1,0.4698970317840576,0,0.4698970317840576,50
Polaris-MERRA2,hour,1,0.4635744094848633,0,0.4635744094848633,50
Polaris-MERRA2,hour,1,0.4607675075531006,0,0.4607675075531006,50
Polaris-MERRA2,hour,1,0.47512006759643555,0,0.47512006759643555,1
Polaris-MERRA2,hour,1,0.4573333263397217,0,0.4573333263397217,1
Polaris-MERRA2,hour,1,0.48081350326538086,0,0.48081350326538086,1
Polaris-MERRA2,hour,1,0.4609863758087158,0,0.4609863758087158,25
Polaris-MERRA2,hour,1,0.46897077560424805,0,0.46897077560424805,25
Polaris-MERRA2,hour,1,0.4587678909301758,0,0.4587678909301758,25
Polaris-MERRA2,hour,1,0.476909875869751,0,0.476909875869751,50
Polaris-MERRA2,hour,1,0.4757208824157715,0,0.4757208824157715,50
Polaris-MERRA2,hour,1,0.4622938632965088,0,0.4622938632965088,50
Polaris-MERRA2,year,1,0.02584385871887207,0,0.02584385871887207,1
Polaris-MERRA2,year,1,0.024611949920654297,0,0.024611949920654297,1
Polaris-MERRA2,year,1,0.023558616638183594,0,0.023558616638183594,1
Polaris-MERRA2,year,1,0.021948575973510742,0,0.021948575973510742,25
Polaris-MERRA2,year,1,0.024971485137939453,0,0.024971485137939453,25
Polaris-MERRA2,year,1,0.023435354232788086,0,0.023435354232788086,25
Polaris-MERRA2,year,1,0.02428460121154785,0,0.02428460121154785,50
Polaris-MERRA2,year,1,0.02252340316772461,0,0.02252340316772461,50
Polaris-MERRA2,year,1,0.024168014526367188,0,0.024168014526367188,50
Polaris-MERRA2,year,1,0.023502588272094727,0,0.023502588272094727,1
Polaris-MERRA2,year,1,0.024280071258544922,0,0.024280071258544922,1
Polaris-MERRA2,year,1,0.02345561981201172,0,0.02345561981201172,1
Polaris-MERRA2,year,1,0.02422475814819336,0,0.02422475814819336,25
Polaris-MERRA2,year,1,0.02346038818359375,0,0.02346038818359375,25
Polaris-MERRA2,year,1,0.024208545684814453,0,0.024208545684814453,25
Polaris-MERRA2,year,1,0.02349543571472168,0,0.02349543571472168,50
Polaris-MERRA2,year,1,0.024303674697875977,0,0.024303674697875977,50
Polaris-MERRA2,year,1,0.023524045944213867,0,0.023524045944213867,50
Polaris-MERRA2,year,1,0.024189233779907227,0,0.024189233779907227,1
Polaris-MERRA2,year,1,0.023432016372680664,0,0.023432016372680664,1
Polaris-MERRA2,year,1,0.024216651916503906,0,0.024216651916503906,1
Polaris-MERRA2,year,1,0.023475170135498047,0,0.023475170135498047,25
Polaris-MERRA2,year,1,0.024231672286987305,0,0.024231672286987305,25
Polaris-MERRA2,year,1,0.023490428924560547,0,0.023490428924560547,25
Polaris-MERRA2,year,1,0.024198055267333984,0,0.024198055267333984,50
Polaris-MERRA2,year,1,0.023402929306030273,0,0.023402929306030273,50
Polaris-MERRA2,year,1,0.02422809600830078,0,0.02422809600830078,50
Polaris-MERRA2,hour,0.25,3.067425489425659,0,3.067425489425659,1
Polaris-MERRA2,hour,0.25,3.023271322250366,0,3.023271322250366,1
Polaris-MERRA2,hour,0.25,3.0035760402679443,0,3.0035760402679443,1
Polaris-MERRA2,hour,0.25,3.0318870544433594,0,3.0318870544433594,25
Polaris-MERRA2,hour,0.25,3.0556814670562744,0,3.0556814670562744,25
Polaris-MERRA2,hour,0.25,3.054013729095459,0,3.054013729095459,25
Polaris-MERRA2,hour,0.25,3.0754318237304688,0,3.0754318237304688,50
Polaris-MERRA2,hour,0.25,3.1090786457061768,0,3.1090786457061768,50
Polaris-MERRA2,hour,0.25,3.0591278076171875,0,3.0591278076171875,50
Polaris-MERRA2,hour,0.25,3.079442024230957,0,3.079442024230957,1
Polaris-MERRA2,hour,0.25,3.0735716819763184,0,3.0735716819763184,1
Polaris-MERRA2,hour,0.25,3.0668258666992188,0,3.0668258666992188,1
Polaris-MERRA2,hour,0.25,3.082043170928955,0,3.082043170928955,25
Polaris-MERRA2,hour,0.25,3.08148455619812,0,3.08148455619812,25
Polaris-MERRA2,hour,0.25,3.0773813724517822,0,3.0773813724517822,25
Polaris-MERRA2,hour,0.25,3.08132266998291,0,3.08132266998291,50
Polaris-MERRA2,hour,0.25,3.0444507598876953,0,3.0444507598876953,50
Polaris-MERRA2,hour,0.25,3.06430983543396,0,3.06430983543396,50
Polaris-MERRA2,hour,0.25,3.060621738433838,0,3.060621738433838,1
Polaris-MERRA2,hour,0.25,2.99654221534729,0,2.99654221534729,1
Polaris-MERRA2,hour,0.25,3.0588700771331787,0,3.0588700771331787,1
Polaris-MERRA2,hour,0.25,2.9891223907470703,0,2.9891223907470703,25
Polaris-MERRA2,hour,0.25,2.9815616607666016,0,2.9815616607666016,25
Polaris-MERRA2,hour,0.25,3.060757637023926,0,3.060757637023926,25
Polaris-MERRA2,hour,0.25,3.084104061126709,0,3.084104061126709,50
Polaris-MERRA2,hour,0.25,3.0388646125793457,0,3.0388646125793457,50
Polaris-MERRA2,hour,0.25,3.0918262004852295,0,3.0918262004852295,50
Polaris-MERRA2,year,0.25,0.03178262710571289,0,0.03178262710571289,1
Polaris-MERRA2,year,0.25,0.028604745864868164,0,0.028604745864868164,1
Polaris-MERRA2,year,0.25,0.02801346778869629,0,0.02801346778869629,1
Polaris-MERRA2,year,0.25,0.025354623794555664,0,0.025354623794555664,25
Polaris-MERRA2,year,0.25,0.02353072166442871,0,0.02353072166442871,25
Polaris-MERRA2,year,0.25,0.023564577102661133,0,0.023564577102661133,25
Polaris-MERRA2,year,0.25,0.023578166961669922,0,0.023578166961669922,50
Polaris-MERRA2,year,0.25,0.023923635482788086,0,0.023923635482788086,50
Polaris-MERRA2,year,0.25,0.02350473403930664,0,0.02350473403930664,50
Polaris-MERRA2,year,0.25,0.023797988891601562,0,0.023797988891601562,1
Polaris-MERRA2,year,0.25,0.02356743812561035,0,0.02356743812561035,1
Polaris-MERRA2,year,0.25,0.02404332160949707,0,0.02404332160949707,1
Polaris-MERRA2,year,0.25,0.023554325103759766,0,0.023554325103759766,25
Polaris-MERRA2,year,0.25,0.0238039493560791,0,0.0238039493560791,25
Polaris-MERRA2,year,0.25,0.023530960083007812,0,0.023530960083007812,25
Polaris-MERRA2,year,0.25,0.023763418197631836,0,0.023763418197631836,50
Polaris-MERRA2,year,0.25,0.023560285568237305,0,0.023560285568237305,50
Polaris-MERRA2,year,0.25,0.02369523048400879,0,0.02369523048400879,50
Polaris-MERRA2,year,0.25,0.02349567413330078,0,0.02349567413330078,1
Polaris-MERRA2,year,0.25,0.02380228042602539,0,0.02380228042602539,1
Polaris-MERRA2,year,0.25,0.023468971252441406,0,0.023468971252441406,1
Polaris-MERRA2,year,0.25,0.02379894256591797,0,0.02379894256591797,25
Polaris-MERRA2,year,0.25,0.0234830379486084,0,0.0234830379486084,25
Polaris-MERRA2,year,0.25,0.023738861083984375,0,0.023738861083984375,25
Polaris-MERRA2,year,0.25,0.023491859436035156,0,0.023491859436035156,50
Polaris-MERRA2,year,0.25,0.023803234100341797,0,0.023803234100341797,50
Polaris-MERRA2,year,0.25,0.023558378219604492,0,0.023558378219604492,50
Polaris-MERRA2,month,0.5,0.025408029556274414,0,0.025408029556274414,1
Polaris-MERRA2,month,0.5,0.025126218795776367,0,0.025126218795776367,1
Polaris-MERRA2,month,0.5,0.025492191314697266,0,0.025492191314697266,1
Polaris-MERRA2,month,0.5,0.02522754669189453,0,0.02522754669189453,25
Polaris-MERRA2,month,0.5,0.024138212203979492,0,0.024138212203979492,25
Polaris-MERRA2,month,0.5,0.023802757263183594,0,0.023802757263183594,25
Polaris-MERRA2,month,0.5,0.02411055564880371,0,0.02411055564880371,50
Polaris-MERRA2,month,0.5,0.02382493019104004,0,0.02382493019104004,50
Polaris-MERRA2,month,0.5,0.024264097213745117,0,0.024264097213745117,50
Polaris-MERRA2,month,0.5,0.02377629280090332,0,0.02377629280090332,1
Polaris-MERRA2,month,0.5,0.024078845977783203,0,0.024078845977783203,1
Polaris-MERRA2,month,0.5,0.023927927017211914,0,0.023927927017211914,1
Polaris-MERRA2,month,0.5,0.024156808853149414,0,0.024156808853149414,25
Polaris-MERRA2,month,0.5,0.023941516876220703,0,0.023941516876220703,25
Polaris-MERRA2,month,0.5,0.024611711502075195,0,0.024611711502075195,25
Polaris-MERRA2,month,0.5,0.02384042739868164,0,0.02384042739868164,50
Polaris-MERRA2,month,0.5,0.024565935134887695,0,0.024565935134887695,50
Polaris-MERRA2,month,0.5,0.02380681037902832,0,0.02380681037902832,50
Polaris-MERRA2,month,0.5,0.02424931526184082,0,0.02424931526184082,1
Polaris-MERRA2,month,0.5,0.02395462989807129,0,0.02395462989807129,1
Polaris-MERRA2,month,0.5,0.02415180206298828,0,0.02415180206298828,1
Polaris-MERRA2,month,0.5,0.02387547492980957,0,0.02387547492980957,25
Polaris-MERRA2,month,0.5,0.024626493453979492,0,0.024626493453979492,25
Polaris-MERRA2,month,0.5,0.02383279800415039,0,0.02383279800415039,25
Polaris-MERRA2,month,0.5,0.024574995040893555,0,0.024574995040893555,50
Polaris-MERRA2,month,0.5,0.023792743682861328,0,0.023792743682861328,50
Polaris-MERRA2,month,0.5,0.0245358943939209,0,0.0245358943939209,50
Polaris-MERRA2,hour,1,0.4817788600921631,0,0.4817788600921631,1
Polaris-MERRA2,hour,1,0.4811232089996338,0,0.4811232089996338,1
Polaris-MERRA2,hour,1,0.5058257579803467,0,0.5058257579803467,1
Polaris-MERRA2,hour,1,0.5060944557189941,0,0.5060944557189941,25
Polaris-MERRA2,hour,1,0.48505115509033203,0,0.48505115509033203,25
Polaris-MERRA2,hour,1,0.45993995666503906,0,0.45993995666503906,25
Polaris-MERRA2,hour,1,0.458235502243042,0,0.458235502243042,50
Polaris-MERRA2,hour,1,0.4615485668182373,0,0.4615485668182373,50
Polaris-MERRA2,hour,1,0.4582822322845459,0,0.4582822322845459,50
Polaris-MERRA2,hour,1,0.45066380500793457,0,0.45066380500793457,1
